count,time,ch1,ch2,ch3,ch4,s10_matched_angle,s8_matched_angle,main_distance,slove_distance
"[-51127.98336662477, -4543.106584944489, 321, '18:09:02']",24761611,26712124,21515243,22546928,40.59,40.59000015258789
"[-51127.98336662477, -4543.106584944489, 322, '18:09:03']",24761611,26712124,21515243,22546928,40.59,40.59000015258789
"[104.20181062282475, 30.659683794191764, 323, '18:09:05']",23319214,27522333,21025404,23281701,41.83,40.59000015258789
"[104.20181062282475, 30.659683794191764, 324, '18:09:06']",23319214,27522333,21025404,23281701,41.83,40.59000015258789
"[104.1986447887622, 30.659401163556403, 325, '18:09:07']",22415743,27638014,20548596,23400683,43.08,40.59000015258789
"[104.1986447887622, 30.659401163556403, 326, '18:09:08']",22415743,27638014,20548596,23400683,43.08,40.59000015258789
"[104.1986447887622, 30.659401163556403, 327, '18:09:09']",24781362,28266992,21597754,25981686,43.08,40.59000015258789
"[104.1986447887622, 30.659401163556403, 328, '18:09:11']",24781362,28266992,21597754,25981686,43.08,40.59000015258789
"[104.20181062282475, 30.659683794191764, 329, '18:09:12']",19717655,24425249,18788726,20415389,41.83,40.59000015258789
"[104.20181062282475, 30.659683794191764, 330, '18:09:13']",19717655,24425249,18788726,20415389,41.83,40.59000015258789
"[104.20181062282475, 30.659683794191764, 331, '18:09:14']",26200031,31038587,23096206,23722474,41.83,40.59000015258789
"[104.20181062282475, 30.659683794191764, 332, '18:09:15']",26200031,31038587,23096206,23722474,41.83,40.59000015258789
"[104.1986447887622, 30.659401163556403, 333, '18:09:17']",24563757,28137759,20866381,24580010,43.08,40.59000015258789
"[104.1986447887622, 30.659401163556403, 334, '18:09:18']",24563757,28137759,20866381,24580010,43.08,40.59000015258789
"[-51127.98336662477, -4543.106584944489, 335, '18:09:19']",24129476,26655204,20479281,21422241,40.59,40.59000015258789
"[-51127.98336662477, -4543.106584944489, 336, '18:09:20']",24129476,26655204,20479281,21422241,40.59,40.59000015258789
"[-51127.98336662477, -4543.106584944489, 337, '18:09:21']",28091428,28372260,22152501,23887108,40.59,40.59000015258789
"[-51127.98336662477, -4543.106584944489, 338, '18:09:23']",28091428,28372260,22152501,23887108,40.59,40.59000015258789
"[104.20181062282475, 30.659683794191764, 339, '18:09:24']",21573093,25622150,20184822,21584866,41.83,40.59000015258789
"[104.20181062282475, 30.659683794191764, 340, '18:09:25']",21573093,25622150,20184822,21584866,41.83,40.59000015258789
"[104.20181062282475, 30.659683794191764, 341, '18:09:26']",24843959,29006367,22111398,24357183,41.83,40.59000015258789
"[104.20181062282475, 30.659683794191764, 342, '18:09:27']",24843959,29006367,22111398,24357183,41.83,40.59000015258789
"[104.20181062282475, 30.659683794191764, 343, '18:09:29']",22808834,26827422,21001257,22578431,41.83,40.59000015258789
"[104.22822723433379, 30.6613774046581, 344, '18:09:30']",22808834,26827422,21001257,22578431,41.83,41.58599853515625
"[104.1986447887622, 30.659401163556403, 345, '18:09:31']",23092077,26543218,19477343,23095178,43.08,40.59000015258789
"[104.1986447887622, 30.659401163556403, 346, '18:09:32']",23092077,26543218,19477343,23095178,43.08,40.59000015258789
"[104.20181062282475, 30.659683794191764, 347, '18:09:33']",23547265,28859395,22569033,25585822,41.83,40.59000015258789
"[104.20181062282475, 30.659683794191764, 348, '18:09:35']",23547265,28859395,22569033,25585822,41.83,40.59000015258789
"[104.20181062282475, 30.659683794191764, 349, '18:09:36']",22085012,26507310,20264248,21219849,41.83,40.59000015258789
"[104.20181062282475, 30.659683794191764, 350, '18:09:37']",22085012,26507310,20264248,21219849,41.83,40.59000015258789
"[104.20181062282475, 30.659683794191764, 351, '18:09:38']",22909173,27748539,21340638,22299372,41.83,40.59000015258789
"[104.20181062282475, 30.659683794191764, 352, '18:09:39']",22909173,27748539,21340638,22299372,41.83,40.59000015258789
"[104.1986447887622, 30.659401163556403, 353, '18:09:41']",22506935,27164563,20096144,23088419,43.08,40.59000015258789
"[104.1986447887622, 30.659401163556403, 354, '18:09:42']",22506935,27164563,20096144,23088419,43.08,40.59000015258789
"[104.20181062282475, 30.659683794191764, 355, '18:09:43']",20613600,24881180,18666851,20453586,41.83,40.59000015258789
"[104.20181062282475, 30.659683794191764, 356, '18:09:44']",20613600,24881180,18666851,20453586,41.83,40.59000015258789
"[104.20181062282475, 30.659683794191764, 357, '18:09:45']",25883217,29106010,21359245,23863569,41.83,40.59000015258789
"[104.20181062282475, 30.659683794191764, 358, '18:09:47']",25883217,29106010,21359245,23863569,41.83,40.59000015258789
"[104.1986447887622, 30.659401163556403, 359, '18:09:48']",21166209,27408033,20167611,21950986,43.08,40.59000015258789
"[104.20084806974617, 30.6594866638144, 360, '18:09:49']",21166209,27408033,20167611,21950986,43.08,41.58599853515625
"[104.20084806974617, 30.6594866638144, 361, '18:09:50']",22753347,27742900,20920145,23615779,43.08,41.58599853515625
"[104.1986447887622, 30.659401163556403, 362, '18:09:51']",22753347,27742900,20920145,23615779,43.08,40.59000015258789
"[104.20181062282475, 30.659683794191764, 363, '18:09:53']",23718114,26795135,20801430,23743309,41.83,40.59000015258789
"[104.20181062282475, 30.659683794191764, 364, '18:09:54']",23718114,26795135,20801430,23743309,41.83,40.59000015258789
"[104.1986447887622, 30.659401163556403, 365, '18:09:55']",24069054,26652017,19078100,22209456,43.08,40.59000015258789
"[104.1986447887622, 30.659401163556403, 366, '18:09:56']",24069054,26652017,19078100,22209456,43.08,40.59000015258789
"[104.20181062282475, 30.659683794191764, 367, '18:09:58']",23960732,27969496,21371419,24145677,41.83,40.59000015258789
"[104.20181062282475, 30.659683794191764, 368, '18:09:59']",23960732,27969496,21371419,24145677,41.83,40.59000015258789
"[104.20181062282475, 30.659683794191764, 369, '18:10:00']",23926753,26641536,20106858,20670163,41.83,40.59000015258789
"[104.20181062282475, 30.659683794191764, 370, '18:10:01']",23926753,26641536,20106858,20670163,41.83,40.59000015258789
"[104.20181062282475, 30.659683794191764, 371, '18:10:02']",24382010,29129329,21831466,22717934,41.83,40.59000015258789
"[104.20181062282475, 30.659683794191764, 372, '18:10:03']",24382010,29129329,21831466,22717934,41.83,40.59000015258789
"[104.20181062282475, 30.659683794191764, 373, '18:10:05']",24651020,28798692,22315326,23995080,41.83,40.59000015258789
"[104.20181062282475, 30.659683794191764, 374, '18:10:06']",24651020,28798692,22315326,23995080,41.83,40.59000015258789
"[104.1971492415451, 30.659267648200945, 375, '18:10:07']",21780373,27270304,19730516,23229086,45.34,40.59000015258789
"[104.1971492415451, 30.659267648200945, 376, '18:10:08']",21780373,27270304,19730516,23229086,45.34,40.59000015258789
"[104.20181062282475, 30.659683794191764, 377, '18:10:10']",24087189,28263084,22349075,23418806,41.83,40.59000015258789
"[104.20181062282475, 30.659683794191764, 378, '18:10:11']",24087189,28263084,22349075,23418806,41.83,40.59000015258789
"[104.1986447887622, 30.659401163556403, 379, '18:10:12']",21175389,25527971,19050477,21409396,43.08,40.59000015258789
"[104.20084806974617, 30.6594866638144, 380, '18:10:13']",21175389,25527971,19050477,21409396,43.08,41.58599853515625
"[104.18466995886465, 30.658584879296008, 381, '18:10:14']",23039384,27319708,20677597,22908317,41.83,42.582000732421875
"[104.18466995886465, 30.658584879296008, 382, '18:10:15']",23039384,27319708,20677597,22908317,41.83,42.582000732421875
"[104.20084806974617, 30.6594866638144, 383, '18:10:17']",22877307,27607995,20373570,22900446,43.08,41.58599853515625
"[104.1986447887622, 30.659401163556403, 384, '18:10:18']",22877307,27607995,20373570,22900446,43.08,40.59000015258789
"[104.1986447887622, 30.659401163556403, 385, '18:10:19']",22147520,26653424,19439870,22827807,43.08,40.59000015258789
"[104.1986447887622, 30.659401163556403, 386, '18:10:20']",22147520,26653424,19439870,22827807,43.08,40.59000015258789
"[104.20181062282475, 30.659683794191764, 387, '18:10:21']",23153780,28277950,20943719,22453572,41.83,40.59000015258789
"[104.20181062282475, 30.659683794191764, 388, '18:10:23']",23153780,28277950,20943719,22453572,41.83,40.59000015258789
"[104.1986447887622, 30.659401163556403, 389, '18:10:24']",22823393,27894129,20796534,23610467,43.08,40.59000015258789
"[104.20358501207744, 30.659592873270725, 390, '18:10:25']",22823393,27894129,20796534,23610467,43.08,42.082000732421875
"[104.16349719795053, 30.6572274603298, 391, '18:10:26']",23748276,28751559,21672962,23323077,41.83,42.082000732421875
"[104.20181062282475, 30.659683794191764, 392, '18:10:27']",23748276,28751559,21672962,23323077,41.83,40.59000015258789
"[104.20181062282475, 30.659683794191764, 393, '18:10:29']",25644191,28731158,21451362,23603950,41.83,40.59000015258789
"[104.20181062282475, 30.659683794191764, 394, '18:10:30']",25644191,28731158,21451362,23603950,41.83,40.59000015258789
"[104.1986447887622, 30.659401163556403, 395, '18:10:31']",21586968,27466330,20038296,23242135,43.08,40.59000015258789
"[104.1986447887622, 30.659401163556403, 396, '18:10:32']",21586968,27466330,20038296,23242135,43.08,40.59000015258789
"[-51127.98336662477, -4543.106584944489, 397, '18:10:33']",27217994,29130216,21657949,24367660,40.59,40.59000015258789
"[-51127.98336662477, -4543.106584944489, 398, '18:10:35']",27217994,29130216,21657949,24367660,40.59,40.59000015258789
"[104.1986447887622, 30.659401163556403, 399, '18:10:36']",21549497,26876980,19930671,21650279,43.08,40.59000015258789
"[104.1986447887622, 30.659401163556403, 400, '18:10:37']",21549497,26876980,19930671,21650279,43.08,40.59000015258789
"[104.20181062282475, 30.659683794191764, 401, '18:10:38']",23964911,27578602,20347678,22283865,41.83,40.59000015258789
"[104.20181062282475, 30.659683794191764, 402, '18:10:39']",23964911,27578602,20347678,22283865,41.83,40.59000015258789
"[104.20181062282475, 30.659683794191764, 403, '18:10:41']",23616560,28766148,21875109,23515831,41.83,40.59000015258789
"[104.20181062282475, 30.659683794191764, 404, '18:10:42']",23616560,28766148,21875109,23515831,41.83,40.59000015258789
"[104.1986447887622, 30.659401163556403, 405, '18:10:43']",24083987,26765836,18870986,21898876,43.08,40.59000015258789
"[104.1986447887622, 30.659401163556403, 406, '18:10:44']",24083987,26765836,18870986,21898876,43.08,40.59000015258789
"[104.20181062282475, 30.659683794191764, 407, '18:10:46']",25651346,28631099,21499537,23398901,41.83,40.59000015258789
"[104.20181062282475, 30.659683794191764, 408, '18:10:47']",25651346,28631099,21499537,23398901,41.83,40.59000015258789
"[104.20181062282475, 30.659683794191764, 409, '18:10:48']",21464353,26370539,19972919,21752740,41.83,40.59000015258789
"[104.20181062282475, 30.659683794191764, 410, '18:10:49']",21464353,26370539,19972919,21752740,41.83,40.59000015258789
"[104.1986447887622, 30.659401163556403, 411, '18:10:50']",22322664,27879888,20668485,24270706,43.08,40.59000015258789
"[104.1986447887622, 30.659401163556403, 412, '18:10:51']",22322664,27879888,20668485,24270706,43.08,40.59000015258789
"[104.20181062282475, 30.659683794191764, 413, '18:10:53']",24295751,28680034,22133267,23726063,41.83,40.59000015258789
"[104.20181062282475, 30.659683794191764, 414, '18:10:54']",24295751,28680034,22133267,23726063,41.83,40.59000015258789
"[-51127.98336662477, -4543.106584944489, 415, '18:10:55']",22438489,25020188,18662265,21391445,40.59,40.59000015258789
"[-51127.98336662477, -4543.106584944489, 416, '18:10:56']",22438489,25020188,18662265,21391445,40.59,40.59000015258789
"[104.20181062282475, 30.659683794191764, 417, '18:10:57']",25908513,28855665,22075739,24203804,41.83,40.59000015258789
"[104.20181062282475, 30.659683794191764, 418, '18:10:59']",25908513,28855665,22075739,24203804,41.83,40.59000015258789
"[-51127.98336662477, -4543.106584944489, 419, '18:11:00']",24530420,26296939,19394288,21652992,40.59,40.59000015258789
"[-51127.98336662477, -4543.106584944489, 420, '18:11:01']",24530420,26296939,19394288,21652992,40.59,40.59000015258789
"[104.20181062282475, 30.659683794191764, 421, '18:11:02']",23024930,28744530,22267179,23582317,41.83,40.59000015258789
"[104.20181062282475, 30.659683794191764, 422, '18:11:03']",23024930,28744530,22267179,23582317,41.83,40.59000015258789
"[-51127.98336662477, -4543.106584944489, 423, '18:11:05']",26212352,28250222,21926133,23698625,40.59,40.59000015258789
"[-51127.98336662477, -4543.106584944489, 424, '18:11:06']",26212352,28250222,21926133,23698625,40.59,40.59000015258789
"[104.20181062282475, 30.659683794191764, 425, '18:11:07']",22269638,25136484,18737691,21278308,41.83,40.59000015258789
"[104.20181062282475, 30.659683794191764, 426, '18:11:08']",22269638,25136484,18737691,21278308,41.83,40.59000015258789
"[104.19141465747884, 30.65891457277213, 427, '18:11:09']",25744362,26765781,20419444,22772875,40.59,42.582000732421875
"[-51127.98336662477, -4543.106584944489, 428, '18:11:11']",25744362,26765781,20419444,22772875,40.59,40.59000015258789
"[-51127.98336662477, -4543.106584944489, 429, '18:11:12']",25762682,26596159,19209298,21991116,40.59,40.59000015258789
"[-51127.98336662477, -4543.106584944489, 430, '18:11:13']",25762682,26596159,19209298,21991116,40.59,40.59000015258789
"[104.20612526436497, 30.659960412639535, 431, '18:11:14']",23554899,27231588,21006916,23280915,41.83,41.08599853515625
"[104.20612526436497, 30.659960412639535, 432, '18:11:15']",23554899,27231588,21006916,23280915,41.83,41.08599853515625
"[104.1874894508989, 30.65856414895135, 433, '18:11:17']",27229954,28021660,21073945,23034185,40.59,41.58599853515625
"[104.17964030080705, 30.657863414070505, 434, '18:11:18']",27229954,28021660,21073945,23034185,40.59,41.0880012512207
"[104.19947112766741, 30.659433230364996, 435, '18:11:19']",22163478,25975319,18846195,22020846,43.08,41.0880012512207
"[104.20360155617257, 30.6595935152789, 436, '18:11:20']",22163478,25975319,18846195,22020846,43.08,42.08399963378906
"[-51127.98336662477, -4543.106584944489, 437, '18:11:21']",26041906,27332544,20570929,22466117,40.59,40.59000015258789
"[-51127.98336662477, -4543.106584944489, 438, '18:11:23']",26041906,27332544,20570929,22466117,40.59,40.59000015258789
"[104.1986447887622, 30.659401163556403, 439, '18:11:24']",23106475,26994017,19453358,23241684,43.08,40.59000015258789
"[104.1986447887622, 30.659401163556403, 440, '18:11:25']",23106475,26994017,19453358,23241684,43.08,40.59000015258789
"[104.20181062282475, 30.659683794191764, 441, '18:11:26']",23012589,25676595,19037130,21515414,41.83,40.59000015258789
"[104.20181062282475, 30.659683794191764, 442, '18:11:27']",23012589,25676595,19037130,21515414,41.83,40.59000015258789
"[104.1986447887622, 30.659401163556403, 443, '18:11:29']",23331831,26762345,19639377,22896967,43.08,40.59000015258789
"[104.1986447887622, 30.659401163556403, 444, '18:11:30']",23331831,26762345,19639377,22896967,43.08,40.59000015258789
"[104.1986447887622, 30.659401163556403, 445, '18:11:31']",21776169,26467082,19744297,23170148,43.08,40.59000015258789
"[104.1986447887622, 30.659401163556403, 446, '18:11:32']",21776169,26467082,19744297,23170148,43.08,40.59000015258789
"[104.20181062282475, 30.659683794191764, 447, '18:11:33']",21929993,27074713,20434750,21828981,41.83,40.59000015258789
"[104.20181062282475, 30.659683794191764, 448, '18:11:35']",21929993,27074713,20434750,21828981,41.83,40.59000015258789
"[104.1986447887622, 30.659401163556403, 449, '18:11:36']",20144101,24272971,18109408,20757295,43.08,40.59000015258789
"[104.1986447887622, 30.659401163556403, 450, '18:11:37']",20144101,24272971,18109408,20757295,43.08,40.59000015258789
"[104.20181062282475, 30.659683794191764, 451, '18:11:38']",22845602,26368025,19924051,21578208,41.83,40.59000015258789
"[104.20181062282475, 30.659683794191764, 452, '18:11:39']",22845602,26368025,19924051,21578208,41.83,40.59000015258789
"[104.20181062282475, 30.659683794191764, 453, '18:11:41']",22969329,26816523,21579884,23009200,41.83,40.59000015258789
"[104.20181062282475, 30.659683794191764, 454, '18:11:42']",22969329,26816523,21579884,23009200,41.83,40.59000015258789
"[104.1986447887622, 30.659401163556403, 455, '18:11:43']",20493167,25879618,19241567,21817190,43.08,40.59000015258789
"[104.1986447887622, 30.659401163556403, 456, '18:11:44']",20493167,25879618,19241567,21817190,43.08,40.59000015258789
"[-51127.98336662477, -4543.106584944489, 457, '18:11:45']",26099237,27759167,21521325,23721406,40.59,40.59000015258789
"[104.17964030080705, 30.657863414070505, 458, '18:11:47']",26099237,27759167,21521325,23721406,40.59,41.0880012512207
"[104.20615437729798, 30.659962279115412, 459, '18:11:48']",22227844,26693999,20541771,23429574,41.83,41.0880012512207
"[104.20615437729798, 30.659962279115412, 460, '18:11:49']",22227844,26693999,20541771,23429574,41.83,41.0880012512207
"[104.20181062282475, 30.659683794191764, 461, '18:11:50']",19324857,24232320,18462418,20080867,41.83,40.59000015258789
"[104.20181062282475, 30.659683794191764, 462, '18:11:52']",19324857,24232320,18462418,20080867,41.83,40.59000015258789
"[-51127.98336662477, -4543.106584944489, 463, '18:11:53']",25749560,26740113,20652641,23354026,40.59,40.59000015258789
"[-51127.98336662477, -4543.106584944489, 464, '18:11:54']",25749560,26740113,20652641,23354026,40.59,40.59000015258789
"[104.1986447887622, 30.659401163556403, 465, '18:11:55']",20967550,26377563,19184660,21928557,43.08,40.59000015258789
"[104.1986447887622, 30.659401163556403, 466, '18:11:56']",20967550,26377563,19184660,21928557,43.08,40.59000015258789
"[104.1986447887622, 30.659401163556403, 467, '18:11:57']",23930155,28189786,20936242,23957552,43.08,40.59000015258789
"[104.1986447887622, 30.659401163556403, 468, '18:11:59']",23930155,28189786,20936242,23957552,43.08,40.59000015258789
"[104.1986447887622, 30.659401163556403, 469, '18:12:00']",20834401,26459072,19781099,21514046,43.08,40.59000015258789
"[104.1986447887622, 30.659401163556403, 470, '18:12:01']",20834401,26459072,19781099,21514046,43.08,40.59000015258789
"[104.1971492415451, 30.659267648200945, 471, '18:12:02']",20285554,26085628,18845808,21692112,45.34,40.59000015258789
"[104.1971492415451, 30.659267648200945, 472, '18:12:03']",20285554,26085628,18845808,21692112,45.34,40.59000015258789
"[-51127.98336662477, -4543.106584944489, 473, '18:12:05']",26220771,28661059,21821951,24348756,40.59,40.59000015258789
"[-51127.98336662477, -4543.106584944489, 474, '18:12:06']",26220771,28661059,21821951,24348756,40.59,40.59000015258789
"[104.1986447887622, 30.659401163556403, 475, '18:12:07']",22949732,25623056,18336506,21241820,43.08,40.59000015258789
"[104.1986447887622, 30.659401163556403, 476, '18:12:08']",22949732,25623056,18336506,21241820,43.08,40.59000015258789
"[-51127.98336662477, -4543.106584944489, 477, '18:12:09']",26247011,28469020,21576402,24019456,40.59,40.59000015258789
"[-51127.98336662477, -4543.106584944489, 478, '18:12:11']",26247011,28469020,21576402,24019456,40.59,40.59000015258789
"[104.20181062282475, 30.659683794191764, 479, '18:12:12']",23001897,26722176,20095786,22670170,41.83,40.59000015258789
"[104.20181062282475, 30.659683794191764, 480, '18:12:13']",23001897,26722176,20095786,22670170,41.83,40.59000015258789
"[104.1986447887622, 30.659401163556403, 481, '18:12:14']",20716298,25413778,19326179,21508006,43.08,40.59000015258789
"[104.1986447887622, 30.659401163556403, 482, '18:12:15']",20716298,25413778,19326179,21508006,43.08,40.59000015258789
"[104.20181062282475, 30.659683794191764, 483, '18:12:17']",23999746,28262074,21266851,23326587,41.83,40.59000015258789
